Run p Disp_sta Disp_mob Diff_disp Landscape Gendiv_t0 Gendiv_t50 Gendiv_loss Colon_npatches Colon_t Colon_rate Colon_sdrate Colon_meanrate Colon_CV gendivlossSouth gendivlossNortheast gendivlossNorthwest Meangendivloss sdgendivloss cvgendivloss Ae_t0 Ae_t50 Ae_loss AelossSouth AelossNortheast AelossNorthwest MeanAeloss sdAeloss CVAeloss
LHS_164 0.43 2.29 41.55 57.82 Continuous 0.5014 0.491148956 0.010251044 229 10 22.9 7.502987059 16.87777778 0.444548279 0.00679906 0.008025854 0.008554706 0.007793207 0.000900648 0.115568332 1.987285348 1.967461173 0.019824175 0.002600981 0.004369698 0.008949395 0.005306691 0.003276287 0.61738797
LHS_165 0.64 3.74 26.12 2.23 Continuous 0.5007 0.485795231 0.014904769 229 16 14.3125 9.764879138 14.22916667 0.686257978 0.007103554 0.012634484 0.016043914 0.011927317 0.004511937 0.378285974 1.990459727 1.954638013 0.035821713 0.00480543 0.03085203 0.042246012 0.025967824 0.019192209 0.73907652
LHS_166 0.8 0.51 49.59 12.9 Patchy_25 0.4971 0.48040063 0.01669937 171 16 10.6875 1.799522506 7.4375 0.241952606 0.00768475 0.015109127 0.018949695 0.013914524 0.005726696 0.411562496 1.990356722 1.961330377 0.029026345 0.014015767 0.036403519 0.049868985 0.033429423 0.018110694 0.541759097
LHS_167 0.41 3.67 12.51 96.57 Continuous 0.4956 0.464608909 0.030991091 229 28 8.178571429 4.528866221 7.523809524 0.601937916 -0.009029648 0.012224599 0.032585101 0.011926684 0.020808974 1.744740899 1.989772569 1.911289506 0.078483063 -0.000494293 0.072199886 0.143196751 0.071634115 0.071847193 1.002974531
LHS_168 0.7 3.89 45.03 63.41 Patchy_50 0.5019 0.489075496 0.012824504 114 12 9.5 4.817743055 7.972222222 0.604316202 -0.001335347 -0.0000876328 0.003430559 0.000669193 0.002471447 3.693175468 1.990499347 1.965494506 0.02500484 0.0000627 0.010688962 0.024260649 0.011670779 0.012128803 1.039245369
LHS_169 0.35 2.43 7.91 2.36 Patchy_50 0.4989 0.380542729 0.118357271 97 48 2.020833333 1.347794838 1.819444444 0.740772736 -0.000255345 0.105584136 0.231283605 0.112204132 0.115911344 1.033039884 1.988409561 1.765387436 0.223022125 -0.018799387 0.299614926 0.527998476 0.269604672 0.274631457 1.018645023
LHS_17 0.29 2.25 27.45 76.72 Continuous 0.4907 0.491074582 -0.000374582 229 12 19.08333333 1.943799496 10.90277778 0.178284795 -0.008552725 -0.007275748 -0.004406188 -0.006744887 0.00212363 -0.314850297 1.990435955 1.968882897 0.021553058 -0.005051101 -0.001232221 0.00842534 0.000714006 0.006945824 9.727963972
LHS_170 0.35 2.39 43.32 32.3 Continuous 0.4996 0.492269145 0.007330855 229 10 22.9 6.173937155 18.85 0.327529823 -0.003314398 -0.003904584 -0.00235601 -0.003191664 0.000781548 -0.244871704 1.989590463 1.973304266 0.016286197 -0.002779232 -0.000449074 0.001781116 -0.000482397 0.002280357 -4.72714127
LHS_171 0.51 1.77 19.81 13.25 Patchy_50 0.5054 0.474485185 0.030914815 114 22 5.181818182 2.189901378 4.228787879 0.517855575 0.000779432 0.017604615 0.025300728 0.014561592 0.012540673 0.861215828 1.98881095 1.941460131 0.047350819 0.004049116 0.063005894 0.090586275 0.052547095 0.044206445 0.841272866
LHS_172 0.48 0.78 39.27 58.31 Patchy_25 0.4966 0.484562678 0.012037322 171 12 14.25 6.045161824 12.02777778 0.502600059 0.000500791 0.005157579 0.008797631 0.004818667 0.00415879 0.863058292 1.990321069 1.973744346 0.016576722 -0.001424053 0.005502371 0.013330321 0.00580288 0.007381776 1.272088476
LHS_173 0.65 2.28 44.23 76.09 Patchy_50 0.49 0.486161711 0.003838289 114 10 11.4 4.593030146 8.355555556 0.549697757 0.004625365 0.011951982 0.014068562 0.010215303 0.004955354 0.485091248 1.988830727 1.956520646 0.03231008 0.008764516 0.027206876 0.038923338 0.02496491 0.015203896 0.609010644
LHS_174 0.72 1.86 20.1 11.26 Patchy_50 0.4929 0.44531738 0.04758262 114 26 4.384615385 2.574506138 3.801282051 0.677273116 -0.014187861 0.008201252 0.042410104 0.012141165 0.02850394 2.347710455 1.989113581 1.872143239 0.116970342 0.001691743 0.076933703 0.184135942 0.087587129 0.091687475 1.046814478
LHS_175 0.29 0.88 40.47 71.86 Patchy_25 0.4994 0.488143944 0.011256056 171 10 17.1 5.587320301 12.57777778 0.444221579 0.003020331 0.00713764 0.011888532 0.007348834 0.004437871 0.603887737 1.98891775 1.971512763 0.017404987 0.001330008 0.003510172 0.011911182 0.005583787 0.005587058 1.00058579
LHS_176 0.73 1.79 25.4 77.29 Patchy_25 0.4936 0.481962584 0.011637416 171 20 8.55 2.531962348 6.583333333 0.384601876 0.005680708 0.011484909 0.018604994 0.011923537 0.006473298 0.542900831 1.988741733 1.94671994 0.042021793 0.000991042 0.026586273 0.060054965 0.02921076 0.029619296 1.013985803
LHS_177 0.55 0.69 14.69 51.98 Patchy_50 0.4955 0.446360986 0.049139014 114 40 2.85 1.74740116 2.499242424 0.699172334 0.004600641 0.031819783 0.054326886 0.030249104 0.024900304 0.823174937 1.990994731 1.893990998 0.097003733 0.013212021 0.109961616 0.18128371 0.101485783 0.084355812 0.831208176
LHS_178 0.72 0.57 25.52 56.09 Patchy_50 0.5021 0.433006515 0.069093485 114 28 4.071428571 2.704242069 3.654761905 0.739922912 -0.006259765 0.038330843 0.07250049 0.034857189 0.039494863 1.13304783 1.989184802 1.861345184 0.127839618 -0.016321081 0.126108482 0.227083893 0.112290431 0.122289408 1.089045668
LHS_179 0.55 2.42 27.67 3.08 Patchy_50 0.4933 0.48079499 0.01250501 114 14 8.142857143 5.408484139 7.30952381 0.739922912 -0.001346201 0.012290431 0.015510611 0.00881828 0.008948737 1.014793928 1.990372568 1.944706932 0.045665636 -0.00339764 0.052461574 0.060541636 0.03653519 0.034818028 0.952999768
LHS_18 0.8 3 37.2 60.81 Continuous 0.4894 0.489604004 -0.000204004 229 14 16.35714286 9.423209379 14.625 0.644322009 -0.003976741 -0.002287988 0.003282803 -0.000993975 0.003798829 -3.821853665 1.99113943 1.970878743 0.020260686 0.000790752 0.006045042 0.027703401 0.011513065 0.014265242 1.239048116
LHS_180 0.28 3.34 11.38 78.95 Patchy_25 0.488 0.465889888 0.022110112 171 30 5.7 1.747698553 4.315277778 0.405002561 -0.007937663 0.002169587 0.029292554 0.007841493 0.019252277 2.455180058 1.987200442 1.903012297 0.084188145 0.002960577 0.055033207 0.144064789 0.067352857 0.071354257 1.059409501
LHS_181 0.64 2.47 7.05 80.86 Patchy_50 0.4958 0.433795173 0.062004827 54 50 1.08 1.085833014 0.996666667 1.089464562 -0.008013479 0.230337824 0.354497087 0.19227381 0.18422847 0.95815686 1.990287398 1.895479266 0.094808131 -0.059049635 0.483828409 0.668248895 0.364342556 0.378085228 1.037719097
LHS_182 0.5 2.64 8.88 60.42 Continuous 0.4935 0.454852895 0.038647105 229 42 5.452380952 1.835086867 4.256313131 0.431144704 0.000104365 0.020092829 0.054684887 0.024960694 0.027613953 1.106297499 1.989540983 1.905063191 0.084477792 -0.001696734 0.073462255 0.180699502 0.084155007 0.091667049 1.089264352
LHS_183 0.35 1.24 47.65 46.67 Patchy_25 0.4872 0.491025288 -0.003825288 171 8 21.375 3.599045012 14.875 0.241952606 -0.005252905 -0.005512652 -0.003093979 -0.004619845 0.001327806 -0.287413508 1.991764056 1.977263057 0.014500998 0.002879568 0.004955845 0.008924164 0.005586526 0.003071254 0.549761067
LHS_184 0.25 1.36 44.02 94.24 Patchy_25 0.4927 0.491610748 0.001089252 171 10 17.1 4.602445002 14.05 0.327576157 0.00194934 0.002569837 0.003370762 0.00262998 0.000712617 0.270959146 1.989988369 1.965741265 0.024247104 -0.001188504 0.00116445 0.005606969 0.001860972 0.003450865 1.854335056
LHS_185 0.54 0.07 21.44 50.13 Continuous 0.4907 0.440509045 0.050190955 229 42 5.452380952 1.835086867 4.256313131 0.431144704 -0.00182208 0.025283067 0.050561176 0.024674054 0.026196938 1.061720033 1.990332953 1.896875481 0.093457472 -0.007787127 0.083777836 0.159528296 0.078506335 0.083782184 1.067202835
LHS_186 0.6 3.7 9.11 61.62 Continuous 0.5057 0.441381073 0.064318927 229 42 5.452380952 1.835086867 4.256313131 0.431144704 0.002628927 0.028933466 0.073422243 0.034994879 0.03578378 1.022543342 1.991125553 1.873561171 0.117564382 0.006320833 0.097772088 0.23132227 0.111805064 0.113155225 1.012076033
LHS_187 0.58 0.34 33.24 79.48 Patchy_50 0.4898 0.465260718 0.024539282 114 22 5.181818182 2.352664089 4.073232323 0.577591432 0.002748533 0.015516477 0.025030755 0.014431922 0.011180632 0.774715437 1.991313889 1.918769725 0.072544163 0.011622131 0.056304204 0.089178444 0.05236826 0.038927679 0.743344904
LHS_188 0.31 3.11 8.06 88.09 Patchy_25 0.4949 0.412386555 0.082513445 171 44 3.886363636 1.342882472 3.216666667 0.417476416 0.015316894 0.078559076 0.10644013 0.066772033 0.046691132 0.699261799 1.989052256 1.857854255 0.131198001 -0.0000419528 0.118771646 0.265213983 0.127981225 0.132867566 1.038180139
LHS_189 0.62 1.98 19.75 92.85 Patchy_50 0.4974 0.462717425 0.034682575 114 24 4.75 2.408871528 3.986111111 0.604316202 -0.007833187 0.014971445 0.029397137 0.012178465 0.018771649 1.541380538 1.989068082 1.908157433 0.080910649 -0.00746824 0.080064429 0.125530207 0.066042132 0.06759893 1.023572801
LHS_19 0.26 1.45 20.84 95.13 Patchy_25 0.5056 0.485022253 0.020577747 171 18 9.5 7.490619133 10.375 0.721987386 0.00218263 0.00710432 0.013139779 0.007475576 0.005488001 0.734124098 1.99077475 1.9547282 0.03604655 -0.008777433 0.01018991 0.030465409 0.010625962 0.019625054 1.846896704
LHS_190 0.4 2.08 24.25 10.08 Continuous 0.4974 0.488424546 0.008975454 229 16 14.3125 9.764879138 14.22916667 0.686257978 -0.000898031 0.001803786 0.00483837 0.001914708 0.002869809 1.498822792 1.990045791 1.962779034 0.027266757 -0.007745238 -0.001124909 0.00983019 0.000320015 0.00887636 27.73735798
LHS_191 0.29 3.23 7.59 7.55 Continuous 0.4951 0.44434493 0.05075507 229 44 5.204545455 1.954289732 4.118686869 0.474493399 0.000159723 0.033152244 0.064278627 0.032530198 0.032063978 0.985668085 1.990657843 1.88080385 0.109853992 0.003950047 0.118535479 0.212964325 0.111816617 0.104669 0.936077325
LHS_192 0.4 0.2 21.1 30.19 Patchy_50 0.4967 0.444992231 0.051707769 114 32 3.5625 1.484402412 2.802083333 0.52974956 -0.006250753 0.029036606 0.052208478 0.02499811 0.029438113 1.177613532 1.990115098 1.877715492 0.112399606 -0.007329223 0.111671738 0.183611086 0.095984533 0.096431928 1.004661111
LHS_193 0.64 0.45 35.99 12.38 Patchy_50 0.5008 0.471197714 0.029602286 114 18 6.333333333 2.048463742 4.461111111 0.459182408 0.001123711 0.015946601 0.022923492 0.013331268 0.011132726 0.835083782 1.99234144 1.93452928 0.05781216 0.001904804 0.057817931 0.082581299 0.047434678 0.041328358 0.871268865
LHS_194 0.53 1.48 32.18 89.11 Patchy_25 0.4937 0.483893114 0.009806886 171 14 12.21428571 6.438895296 11.63492063 0.553411192 0.010016505 0.013143332 0.020048179 0.014402672 0.005133038 0.356394802 1.989592442 1.948299507 0.041292935 -0.002470088 0.012832828 0.045338102 0.018566947 0.02441446 1.314942066
LHS_195 0.5 1.5 48.41 3.56 Continuous 0.5008 0.491230581 0.009569419 229 10 22.9 7.502987059 16.87777778 0.444548279 -0.007285981 -0.007001235 -0.005256593 -0.006514603 0.001098732 -0.1686568 1.988716025 1.966235112 0.022480913 -0.002922794 -0.001110945 0.005320711 0.000428991 0.004332135 10.09843806
LHS_196 0.49 0.06 49.54 26.86 Patchy_50 0.5076 0.448216427 0.059383573 114 26 4.384615385 1.169434118 3.162393162 0.369794032 0.01728458 0.036260137 0.036425711 0.029990143 0.011003652 0.366908947 1.990259669 1.916919594 0.073340076 0.03998891 0.095328823 0.101918477 0.079078737 0.034012745 0.430112393
LHS_197 0.43 3.25 43.57 82.04 Patchy_25 0.4935 0.491830772 0.001669228 171 10 17.1 5.587320301 12.57777778 0.444221579 0.004831074 0.006876296 0.007019807 0.006242393 0.001224342 0.196133435 1.993733695 1.97745869 0.016275005 -0.001655208 0.000273659 0.002936733 0.000518395 0.002305732 4.447831595
LHS_198 0.69 1.48 30.46 48.28 Patchy_25 0.4994 0.484844225 0.014555775 171 16 10.6875 1.799522506 7.4375 0.241952606 -0.002776637 0.002488975 0.010791929 0.003501422 0.006840707 1.953693818 1.988053785 1.944847883 0.043205902 0.004858748 0.0359512 0.063646082 0.034818676 0.029410026 0.844662365
LHS_199 0.48 2.05 9.88 1.44 Patchy_25 0.4952 0.432610933 0.062589067 171 40 4.275 2.178849297 3.819444444 0.570462361 0.013065891 0.046428908 0.084362674 0.047952491 0.035672802 0.743919682 1.991028426 1.801566282 0.189462144 0.010655893 0.19732606 0.310500143 0.172827365 0.151415927 0.876110836
LHS_2 0.47 3.19 31.01 89.43 Continuous 0.5005 0.489033507 0.011466493 229 12 19.08333333 8.115628499 16.13888889 0.502861663 0.004615419 0.006898162 0.009783759 0.007099113 0.002590023 0.364837601 1.988026119 1.962856551 0.025169568 0.000385586 0.008920303 0.021399341 0.010235076 0.010568394 1.032566164
LHS_20 0.51 2.24 45.82 23.22 Continuous 0.5025 0.491395564 0.011104436 229 8 28.625 6.934256416 17.98611111 0.385533947 0.00530189 0.006600394 0.00763472 0.006512335 0.001168905 0.179490993 1.990586516 1.970954465 0.019632051 -0.001412061 0.003262638 0.008546395 0.003465657 0.004982331 1.437629551
LHS_200 0.62 0.49 15.1 94.82 Continuous 0.4962 0.451233691 0.044966309 229 36 6.361111111 1.590957117 4.539814815 0.350445378 -0.0000754101 0.020593664 0.050117689 0.023545314 0.025226395 1.071397651 1.99003787 1.894490575 0.095547295 -0.003669625 0.069511853 0.160062682 0.075301637 0.08201956 1.089213511
LHS_201 0.68 3.78 47.42 47.96 Continuous 0.4931 0.487213137 0.005886863 229 10 22.9 7.502987059 16.87777778 0.444548279 0.003453325 0.004550214 0.012483214 0.006828918 0.004927382 0.721546571 1.990408223 1.958857317 0.031550905 0.002274299 0.007365081 0.034779293 0.014806224 0.017483467 1.180818733
LHS_202 0.59 3.91 9.52 17.96 Patchy_25 0.5056 0.438627268 0.066972732 171 44 3.886363636 2.250946303 3.744444444 0.60114293 0.016930341 0.038213998 0.086483796 0.047209378 0.03563858 0.754904678 1.992430756 1.849691791 0.142738965 0.007007544 0.141802134 0.254688026 0.134499235 0.124001631 0.92195046
LHS_203 0.66 0.6 20.8 65.62 Continuous 0.4911 0.466847971 0.024252029 229 28 8.178571429 4.528866221 7.523809524 0.601937916 0.000789649 0.008647319 0.033174717 0.014203895 0.016892448 1.189282812 1.989873534 1.920723568 0.069149966 -0.006943669 0.028729028 0.112846088 0.044877149 0.061505836 1.370537946
LHS_204 0.67 2.26 29.56 86.01 Patchy_25 0.4879 0.488931995 -0.001031995 171 16 10.6875 7.274294783 10.60416667 0.685984577 0.005780851 0.009759466 0.013782107 0.009774141 0.004000648 0.409309425 1.990677657 1.947764827 0.04291283 -0.005656034 0.010176669 0.052632124 0.01905092 0.030140365 1.582094989
LHS_205 0.6 2.02 13.04 33.98 Patchy_50 0.4999 0.438678584 0.061221416 114 36 3.166666667 1.660850964 2.605555556 0.637426809 0.001866161 0.038419497 0.072186325 0.037490661 0.035169282 0.938081149 1.991280184 1.868369895 0.122910289 -0.016631662 0.109973878 0.212496144 0.10194612 0.114774656 1.125836429
LHS_206 0.69 0.56 6.47 87.69 Continuous 0.4912 0.395110453 0.096089547 169 50 3.38 0.974169077 2.06365942 0.472059036 0.011752371 0.112052258 0.297827212 0.140543947 0.145150047 1.032773375 1.992980722 1.818378346 0.174602376 0.031856389 0.327701279 0.64165406 0.333737243 0.304943641 0.913723739
LHS_207 0.27 2.49 42.39 99.41 Patchy_25 0.4961 0.493476352 0.002623648 171 10 17.1 5.587320301 12.57777778 0.444221579 -0.003554403 -0.002968932 -0.002596466 -0.003039934 0.000482899 -0.158851882 1.989622131 1.965568288 0.024053843 -0.006497555 -0.004031254 0.000119523 -0.003469762 0.003344082 -0.963778613
LHS_208 0.71 0.67 36.36 25.83 Patchy_25 0.4906 0.476952433 0.013647567 171 16 10.6875 7.274294783 10.60416667 0.685984577 0.004893585 0.011287276 0.022155304 0.012778722 0.008726972 0.682929989 1.990523119 1.941369344 0.049153776 -0.008779839 0.026959916 0.050185246 0.022788441 0.02970305 1.303426193
LHS_209 0.52 3.35 45.25 5.99 Patchy_50 0.498 0.489634764 0.008365236 114 10 11.4 3.781974793 9.133333333 0.414084831 -0.003792607 -0.002332217 -0.002138365 -0.002754396 0.000904326 -0.328320856 1.990980857 1.965291676 0.025689181 0.005600128 0.010971692 0.017227896 0.011266572 0.00581949 0.516527122
LHS_21 0.77 2.77 24.7 61.69 Continuous 0.4974 0.483993696 0.013406304 229 20 11.45 3.3993872 8.833333333 0.384836287 -0.001119916 0.002923678 0.009747841 0.003850534 0.005492844 1.42651465 1.987376186 1.95144812 0.035928067 -0.005822467 0.013279106 0.037013625 0.014823421 0.021459762 1.447692931
LHS_210 0.4 3.94 10.31 41.66 Patchy_50 0.483 0.440288087 0.042711913 114 36 3.166666667 1.660850964 2.605555556 0.637426809 -0.01465648 0.022830921 0.052921036 0.020365159 0.033856168 1.662455415 1.989491506 1.874019711 0.115471794 -0.012342868 0.110624519 0.201884174 0.100055275 0.107503898 1.074445076
LHS_211 0.78 0.08 34.48 72.24 Continuous 0.4981 0.429521062 0.068578938 229 40 5.725 1.145411539 3.794444444 0.301865413 0.010767374 0.037719187 0.05154905 0.033345204 0.020739698 0.621969444 1.986691156 1.903265689 0.083425467 0.018792404 0.101017044 0.141533209 0.087114219 0.062540329 0.717911836
LHS_212 0.75 0.71 9.46 36.46 Patchy_25 0.4962 0.384232811 0.111967189 143 48 2.979166667 1.34194293 2.250462963 0.596296385 0.032451105 0.074568443 0.223788325 0.110269291 0.100540519 0.911772605 1.990101236 1.82507454 0.165026696 0.089160457 0.231217964 0.450849759 0.25707606 0.182225873 0.708840304
LHS_213 0.78 2.06 7.74 96.01 Continuous 0.5049 0.380411969 0.124488031 211 50 4.22 1.681049818 3.162745098 0.531516061 0.013665095 0.102567246 0.19444083 0.103557724 0.090391937 0.872865241 1.990657843 1.747164508 0.243493335 0.019645883 0.283784819 0.464723593 0.256051432 0.223831181 0.874164925
LHS_214 0.33 0.8 14.33 70.77 Continuous 0.4979 0.469390688 0.028509312 229 26 8.807692308 4.420590899 7.645604396 0.578187239 0.00168994 0.016523186 0.032024886 0.016746004 0.0151687 0.905810162 1.991010587 1.927372236 0.063638352 -0.003985227 0.053250039 0.104883916 0.051382909 0.054458582 1.059857901
LHS_215 0.65 2.57 25.89 84.65 Patchy_50 0.4908 0.47920826 0.01159174 114 16 7.125 5.790621908 6.870833333 0.842783055 -0.00237596 0.005319572 0.016332082 0.006425231 0.009402902 1.463433987 1.989816121 1.942668144 0.047147977 -0.00204471 0.030033317 0.065991882 0.03132683 0.034036735 1.086504296
LHS_216 0.34 1.38 16.68 46.22 Patchy_25 0.4932 0.483912293 0.009287707 171 24 7.125 2.825811093 6.308333333 0.447948918 -0.003028846 0.003278175 0.009630315 0.003293215 0.006329594 1.922010737 1.991335698 1.950373616 0.040962083 0.00313831 0.02905802 0.067166113 0.033120815 0.03220667 0.972399701
LHS_217 0.61 0.72 7.9 78.15 Patchy_25 0.501 0.383124742 0.117875258 142 48 2.958333333 1.392049182 2.194444444 0.634351526 0.024778261 0.101158978 0.231334522 0.119090587 0.104439117 0.876972057 1.989895312 1.742931814 0.246963498 0.045221616 0.303249524 0.509417624 0.285962921 0.232580316 0.813323332
LHS_218 0.26 1.61 34.08 27.71 Patchy_50 0.4921 0.486359151 0.005740849 114 10 11.4 4.593030146 8.355555556 0.549697757 -0.006354661 -0.003013842 0.001248146 -0.002706786 0.003810693 -1.407829594 1.990455765 1.957099208 0.033356557 -0.005061353 0.007147982 0.020272072 0.007452901 0.012669465 1.699937457
LHS_219 0.29 0.6 44.63 98.24 Continuous 0.4989 0.489681303 0.009218697 229 10 22.9 7.502987059 16.87777778 0.444548279 0.001488332 0.002013737 0.002622851 0.00204164 0.000567774 0.27809702 1.988646815 1.961569997 0.027076819 0.004831108 0.006167734 0.010770367 0.007256403 0.003115702 0.429372758
LHS_22 0.37 1.52 29.65 93.91 Continuous 0.4934 0.484772924 0.008627076 229 14 16.35714286 2.080414622 10.375 0.200521891 0.004023565 0.007117087 0.011946456 0.007695703 0.003993012 0.518862544 1.991742237 1.946343627 0.04539861 0.008667421 0.027597644 0.044127911 0.026797658 0.017743775 0.662139026
LHS_220 0.54 3.9 39.8 22.64 Patchy_25 0.4992 0.491011762 0.008188238 171 10 17.1 5.587320301 12.57777778 0.444221579 0.00375655 0.004429154 0.006839536 0.005008413 0.001621067 0.323668707 1.989394538 1.965025413 0.024369124 -0.004208639 0.00198637 0.01545722 0.00441165 0.01005475 2.279135742
LHS_221 0.68 0.28 46.77 28.75 Patchy_25 0.4908 0.475299818 0.015500182 171 18 9.5 2.369247419 6.766666667 0.350135087 -0.003616477 0.003829232 0.012843002 0.004351919 0.008242179 1.893918163 1.99057661 1.913091984 0.077484626 0.020326368 0.068858735 0.141016541 0.076733881 0.060729259 0.791426921
LHS_222 0.42 0.53 31.27 63.91 Patchy_50 0.4978 0.472820434 0.024979566 114 18 6.333333333 1.787948338 4.694444444 0.380864735 0.002153827 0.020015819 0.028942168 0.017037271 0.013640294 0.800614932 1.988324558 1.924354901 0.063969657 -0.00457012 0.060437885 0.092577969 0.049481912 0.049492048 1.000204848
LHS_223 0.6 1.29 38.79 67.23 Patchy_25 0.4935 0.482909508 0.010590492 171 12 14.25 6.045161824 12.02777778 0.502600059 0.00797706 0.015997827 0.023531716 0.015835534 0.007778598 0.491211597 1.990796548 1.962033913 0.028762635 0.001251867 0.007199153 0.02032677 0.009592597 0.009760093 1.017461008
LHS_224 0.66 3.29 31.16 68.04 Patchy_25 0.4915 0.489368561 0.002131439 171 14 12.21428571 7.019386723 10.89880952 0.644050775 0.000797749 0.003198642 0.00630508 0.003433824 0.002761188 0.804114616 1.989657759 1.964268838 0.025388921 0.004121441 0.013424849 0.041286325 0.019610872 0.019339269 0.986150381
LHS_225 0.78 2.85 24.55 13.94 Continuous 0.4959 0.479933103 0.015966897 229 20 11.45 3.3993872 8.833333333 0.384836287 -0.000149285 0.006672393 0.015481455 0.007334854 0.007836399 1.068378227 1.991565719 1.939973661 0.051592059 -0.003396873 0.026415278 0.056936015 0.026651473 0.030167137 1.131912558
LHS_226 0.35 2.99 40.2 63.12 Patchy_25 0.484 0.488912066 -0.004912066 171 8 21.375 3.599045012 14.875 0.241952606 0.00422285 0.006151933 0.00876558 0.006380121 0.002279945 0.357351412 1.991274236 1.96992367 0.021350566 0.00047073 0.006326363 0.010339466 0.005712186 0.004962953 0.868835905
LHS_227 0.52 2.56 10.13 22.21 Continuous 0.4885 0.465716788 0.022783212 229 36 6.361111111 2.817112245 5.248148148 0.53678215 -0.002865198 0.01391813 0.031977964 0.014343632 0.017425478 1.214858135 1.992121161 1.920665863 0.071455298 -0.00827527 0.054044906 0.110100943 0.05195686 0.059215724 1.139709438
LHS_228 0.71 1.3 32.42 91.66 Patchy_50 0.4962 0.479126238 0.017073762 114 18 6.333333333 5.902008447 6.711111111 0.879438345 0.006395123 0.01467727 0.022146657 0.01440635 0.007879261 0.546929718 1.991912834 1.952973652 0.038939182 0.001175006 0.028612963 0.056219369 0.028669113 0.027522224 0.959995678
LHS_229 0.63 0.25 30.32 34.63 Patchy_50 0.4905 0.453244635 0.037255365 114 28 4.071428571 2.618695864 3.738095238 0.700542843 -0.005119872 0.030948306 0.031125103 0.018984512 0.020875197 1.099590881 1.989616193 1.910055431 0.079560762 -0.008920707 0.106367625 0.114331597 0.070592838 0.068975787 0.977093264
LHS_23 0.72 1.87 38.98 72.66 Continuous 0.493 0.49173534 0.00126466 229 12 19.08333333 9.028728582 15.15277778 0.595846433 0.001136893 0.00303453 0.003899734 0.002690386 0.001413205 0.525279788 1.99026363 1.973237193 0.017026438 -0.000965113 0.00479932 0.008876415 0.004236874 0.004944813 1.167090057
LHS_230 0.58 2.03 47.79 47.46 Patchy_50 0.4943 0.492440591 0.001859409 114 10 11.4 3.781974793 9.133333333 0.414084831 -0.006687087 -0.005747604 -0.003447847 -0.005294179 0.001666543 -0.314787748 1.99042407 1.972989004 0.017435066 0.002712999 0.00580428 0.012133178 0.006883486 0.004801922 0.697600354
LHS_231 0.68 2.93 33.58 85.79 Continuous 0.4893 0.487720667 0.001579333 229 14 16.35714286 9.423209379 14.625 0.644322009 0.001440147 0.00590501 0.008794063 0.00537974 0.00370499 0.688693145 1.988334442 1.959229088 0.029105354 0.002364549 0.018316512 0.028135619 0.016272227 0.013006588 0.79931212
LHS_232 0.44 3.26 16.23 4.11 Patchy_25 0.4967 0.47967042 0.01702958 171 22 7.772727273 2.91110581 6.138888889 0.474207281 -0.002381676 0.002360654 0.013892789 0.004623922 0.008369967 1.810144347 1.990671712 1.948944897 0.041726816 0.002887186 0.04001853 0.070360587 0.037755435 0.033793582 0.895065361
LHS_233 0.77 0.26 39.3 45.41 Patchy_50 0.4993 0.450948023 0.048351977 114 28 4.071428571 1.329767767 2.988095238 0.445021882 -0.00729577 0.021077505 0.026994107 0.013591947 0.018329596 1.348562952 1.991359491 1.918584871 0.072774621 -0.025543134 0.067551731 0.08451894 0.042175846 0.059256786 1.404993424
LHS_234 0.59 2.35 42.02 30.85 Continuous 0.4927 0.491358011 0.001341989 229 10 22.9 7.502987059 16.87777778 0.444548279 0.007448279 0.009872321 0.01078343 0.00936801 0.00172382 0.184011302 1.990919417 1.970212257 0.02070716 0.000400851 0.008188989 0.012665207 0.007085016 0.006206261 0.875969966
LHS_235 0.31 2.5 26.63 26.19 Patchy_50 0.4936 0.4889365 0.0046635 114 14 8.142857143 5.408484139 7.30952381 0.739922912 -0.007378309 -0.002722618 0.0000887303 -0.003337399 0.003771291 -1.130009031 1.992881428 1.967298118 0.02558331 0.000431893 0.017000395 0.026697637 0.014709975 0.013281824 0.902912754
LHS_236 0.71 2.58 31.75 17.02 Continuous 0.4899 0.488076808 0.001823192 229 14 16.35714286 9.423209379 14.625 0.644322009 -0.006875709 -0.000566771 0.002074802 -0.001789226 0.004598773 -2.570258598 1.990824291 1.963811282 0.027013009 0.001531564 0.015632566 0.025654276 0.014272802 0.012118706 0.849076855
LHS_237 0.51 0.14 28.64 20.29 Patchy_50 0.4945 0.442998667 0.051501333 114 30 3.8 2.808883248 3.535185185 0.794550526 -0.002723931 0.027467388 0.046796735 0.023846731 0.024958084 1.046604025 1.989176889 1.881442807 0.107734081 -0.006837293 0.097723708 0.154894608 0.081927008 0.08201496 1.001073547
LHS_238 0.46 1.08 45.94 17.48 Continuous 0.5003 0.492895729 0.007404271 229 10 22.9 7.502987059 16.87777778 0.444548279 -0.003630009 -0.003799358 -0.003017582 -0.003482316 0.000411282 -0.118105953 1.990602366 1.972382972 0.018219394 -0.003882877 -0.0000774 0.001524603 -0.000811901 0.002777553 -3.421050378
LHS_239 0.27 0.47 35.52 55.89 Patchy_50 0.4914 0.484005734 0.007394266 114 14 8.142857143 5.408484139 7.30952381 0.739922912 0.004002838 0.008186496 0.013171729 0.008453688 0.004590281 0.542991572 1.989839878 1.948422723 0.041417155 0.002108476 0.023319076 0.039745861 0.021724471 0.018869294 0.868573239
